apn,recordid,busdesc,b1_per_sub_type,dba,naics,tax_code,employee_num,bus_own_type,b1_business_name,b1_address1,b1_city,b1_state,b1_zip,b1_contact_type,b1_full_address,b1_situs_city,b1_situs_state,b1_situs_zip
061 261300600,BL-045691,BEAUTY SALON,Business Personal Repair Svs,HAIR,812112 - Beauty Salons,B,1,Sole Ownership,HAIR,1772 SOLANO AVE,BERKELEY,CA,94707-2213,Business Owner,1772 SOLANO AVE,BERKELEY,CA,94707
053 161901600,BL-045700,RENTAL PROPERTY,Rental of Real Property,SAGI YUVAL,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,SAGI YUVAL,366 EL TOYONAL RD,ORINDA,CA,94563,Business Owner,2915 DOHR ST,BERKELEY,CA,94702
058 213002500,BL-045702,PSYCHOTHERAPIST,Professional SemiProfessional,LIGHTFOOT LEIGHTON LMFT,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,LIGHTFOOT LEIGHTON LMFT,1181 DELAWARE ST,BERKELEY,CA,94702,Business Owner,1181 DELAWARE ST,BERKELEY,CA,94702
064 423501209,BL-045703,CHIROPRACTIC OFFICE,Professional SemiProfessional,ZIEGLER ROBERT DC,621310 - Offices of Chiropractors,P,1,Sole Ownership,ZIEGLER ROBERT DC,12 MIRAMONTE RD.,ORINDA,CA,94563,Business Owner,2914 DOMINGO Ave,BERKELEY,CA,94705
ZZZZZZZZZZZZZ,BL-045712,GENERAL CONTRACTOR,Construction or Contractor,SUNDT CONSTRUCTION INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,5000,Corporation,SUNDT CONSTRUCTION INC,2015 W RIVER RD STE 101,TUCSON,AZ,85704,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-045742,GENERAL CONTRACTOR,Construction or Contractor,EIJ CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,1,Sole Ownership,EIJ CONSTRUCTION,1108 LANGLIE WAY,RODEO,CA,94572,Business Owner,0 VARIOUS,BERKELEY,CA,94704
058 217400602,BL-045743,CUSTOM PICTURE FRAMING,Retail Trade,ARTISTIC FRAMING,442299 - All Other Home Furnishings Stores,R,3939,Sole Ownership,ARTISTIC FRAMING,1678 SHATTUCK AVE,BERKELEY,CA,94709 163,Business Owner,1676 SHATTUCK Ave,BERKELEY,CA,94709
060 239600700,BL-045758,EDITING SERVICE,Business Personal Repair Svs,KRENTZMAN COMMUNICATIONS,561410 - Document Preparation Services,B,0,Sole Ownership,KRENTZMAN COMMUNICATIONS,1416 KAINS AVE,BERKELEY,CA,94702,Business Owner,1416 KAINS AVE,BERKELEY,CA,94702
ZZZZZZZZZZZZZ,BL-045789,HVAC CONTRACTOR,Construction or Contractor,BAYSIDE MECHANICAL INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2,Corporation,BAYSIDE MECHANICAL INC,396 Hatch Dr,FOSTER CITY,CA,944041106,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-045794,PRINTING SALES,Manufacturing,PUGLISI DENNIS,323119,M,1,Sole Ownership,PUGLISI DENNIS,3005 GARBER ST,BERKELEY,CA,94705-1410,Business Owner,0 VARIOUS,BERKELEY,CA,94704
059 233700700,BL-045796,EXHIBIT DISIGN/BUILDING,Construction or Contractor,GARY A WILSON BUILDING DESIGN,238990 - All Other Specialty Trade Contractors,C,0,Sole Ownership,GARY A WILSON BUILDING DESIGN,1408 6TH ST,BERKELEY,CA,94710,Business Owner,1408 SIXTH ST,BERKELEY,CA,94710
ZZZZZZZZZZZZZ,BL-045804,ROOFING CONTRACTOR,Construction or Contractor,A MENDOZA ROOFING,238120 - Structural Steel and Precast Concrete Contractors,C,3,Sole Ownership,A MENDOZA ROOFING,21458 Ocean View Dr.,HAYWARD,CA,94541-1745,Business Owner,0 VARIOUS,BERKELEY,CA,94704
053 158901500,BL-045823,MANAGMENT CONSULTANT,Professional SemiProfessional,STRATEGIC ECONOMICS,561110 - Office Administrative Services,P,10,Corporation,STRATEGIC ECONOMICS,2991 SHATTUCK AVE STE 203,BERKELEY,CA,947051871,Business Owner,2991 SHATTUCK AVE,BERKELEY,CA,94707
ZZZZZZZZZZZZZ,BL-045830,GENERAL CONTRACTOR,Construction or Contractor,POST AND BEAM,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,1,Sole Ownership,POST AND BEAM,1733 LEXINGTON AVE,EL CERRITO,CA,94530-1910,Business Owner,0 VARIOUS,BERKELEY,CA,94704
057 203201000,BL-045842,RES. RENTAL - 34 UNITS,Rental of Real Property,BETTENCOURT CHARLES,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,1,Sole Ownership,BETTENCOURT CHARLES,2115 KALA BAGAI WAY,BERKELEY,CA,94704-2693,Business Owner,2109 SHATTUCK AVE,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-045849,GENERAL CONTRACTOR,Construction or Contractor,SEWER MASTER,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0,Sole Ownership,SEWER MASTER,8134 COACH DRIVE,OAKLAND,CA,94605,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-045850,RESTAURANT,Retail Trade,THE FACULTY CLUB,722110,R,49,Corporation,THE FACULTY CLUB,1 FACULTY CLUB,BERKELEY,CA,94720,Business Owner,0 VARIOUS,BERKELEY,CA,94704
056 193500200,BL-045863,RENTAL PROPERTY - 2 UNITS,Rental of Real Property,OSTERMAN GARY,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,OSTERMAN GARY,1002B CHANNING WAY,BERKELEY,CA,94710,Business Owner,1006 CHANNING WAY,BERKELEY,CA,94710
056 193500200,BL-045872,ARCHITECT,Professional SemiProfessional,OSTERMAN GARY,541310 - Architectural Services,P,2,Sole Ownership,OSTERMAN GARY,1002B CHANNING WAY,BERKELEY,CA,94710,Business Owner,1006 CHANNING WAY,BERKELEY,CA,94710
056 192700200,BL-045885,RESIDENTIAL RENTAL,Rental of Real Property,STAMPERDAHL BIRGER & JULIET,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Partnership,STAMPERDAHL BIRGER & JULIET,2334 CURTIS ST APT 4,BERKELEY,CA,94702,Business Owner,2334 CURTIS ST,BERKELEY,CA,94702
052 153001900,BL-045886,RENTAL PROPERTY,Rental of Real Property,"VONICH/GERONTIDES, JIM & JOHN",531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,"VONICH/GERONTIDES, JIM & JOHN",2324 Powell Street,Emeryville,CA,94608,Business Owner,1816 FAIRVIEW ST,BERKELEY,CA,94703
ZZZZZZZZZZZZZ,BL-045901,SOFTWARE COMPANY,Professional SemiProfessional,NEOGOV / GOVERNMENT JOBS.COM INC,541511 - Custom Computer Programming Services,P,0,Corporation,NEOGOV / GOVERNMENT JOBS.COM INC,"2120 PARK PLACE, STE 100",EL SEGUNDO,CA,90245,Business Owner,0 VARIOUS,BERKELEY,CA,94704
060 236002300,BL-045906,WHOLESALE AUTO DEALER,Wholesale Trade,STEPHEN E. BLOCK,423110 - Automobile and Other Motor Vehicle Merchant Wholesalers,W,0,Sole Ownership,STEPHEN E. BLOCK,"4498 TREAT BLVD, 1052",concord,CA,94521,Business Owner,1231 FOURTH ST,BERKELEY,CA,94710
055 187701003,BL-045910,RESTAURANT,Retail Trade,DIYAR MEDITERRANIAN CUISINE,722211,R,5,Corporation,DIYAR MEDITERRANIAN CUISINE,2511 DURANT AVE,BERKELEY,CA,94704-1714,Business Owner,2511 DURANT AVE,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-045938,ELECTRICAL CONTRACTOR,Construction or Contractor,ABT ELECTRIC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,1,,ABT ELECTRIC,30042 MISSION BLVD STE 121-355,HAYWARD,CA,94544-,Business Owner,0 VARIOUS,BERKELEY,CA,94704
059 233900600,BL-045943,MALT BEVERAGE MFG,Manufacturing,TRUMER BRAUEREI,312120 - Breweries,M,25,Corporation,TRUMER BRAUEREI,1404 FOURTH ST,BERKELEY,CA,94710 132,Business Owner,1404 FOURTH ST,BERKELEY,CA,94710
ZZZZZZZZZZZZZ,BL-045947,PLUMBING CONTRACTOR,Construction or Contractor,CHRISTY PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,1,Sole Ownership,CHRISTY PLUMBING,1030 PUTNAM STREET,ANTIOCH,CA,94509,Business Owner,0 VARIOUS,BERKELEY,CA,94704
056 196301506,BL-045957,LANDSCAPE ARCHITECTURE,Professional SemiProfessional,THUILOT ASSOCIATES LTD,541320 - Landscape Architectural Services,P,6,Corporation,THUILOT ASSOCIATES LTD,2233 FIFTH ST,BERKELEY,CA,94710,Business Owner,2245 FIFTH ST,BERKELEY,CA,94710
063 295505400,BL-045977,GENERAL CONSULTANT,Business Personal Repair Svs,"GMESSER, LLC",812990 - All Other Personal Services,B,0,LLC,"GMESSER, LLC",611 EUCLID AVE,BERKELEY,CA,947081331,Business Owner,611 EUCLID AVE,BERKELEY,CA,94708
059 228901900,BL-045983,GENERAL CONTRACTOR,Construction or Contractor,KOBBAN CONTRACTING & BUILDING,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,2,Sole Ownership,KOBBAN CONTRACTING & BUILDING,585 EL DORADO AVE,OAKLAND,CA,94611-5026,Business Owner,1626 CORNELL Ave,BERKELEY,CA,94702
052 157500600,BL-045986,INTERNET CONSULTANT,Professional SemiProfessional,MEDBERY STEVEN C,541519 - Other Computer Related Services,P,0,Sole Ownership,MEDBERY STEVEN C,2417 PRINCE ST,BERKELEY,CA,94705,Business Owner,2417 PRINCE ST,BERKELEY,CA,94705
ZZZZZZZZZZZZZ,BL-045990,DOOR/GATE CONTRACTOR,Construction or Contractor,R & S ERECTION OF RICHMOND INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,27,Corporation,R & S ERECTION OF RICHMOND INC,1826 7TH ST,RICHMOND,CA,94801 163,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-046019,LANDSCAPE DESIGN,Professional SemiProfessional,JANET HANKINSON.COM,541320 - Landscape Architectural Services,P,0,Sole Ownership,JANET HANKINSON.COM,5724 PANAMA AVE,PT RICHMOND,CA,94804,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-046020,TILE CONTRACTOR,Construction or Contractor,DE ANZA TILE CO,238340 - Tile and Terrazzo Contractors,C,4,Corporation,DE ANZA TILE CO,45755 NORTHPORT LOOP W,FREMONT,CA,94538,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-046027,MARINE SANITATION SERVICE,Business Personal Repair Svs,BAYGREEN INC,541620 - Environmental Consulting Services,B,4,Corporation,BAYGREEN INC,411 WALNUT ST STE 8494,GREEN COVE SPRINGS,FL,32043,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-046076,PLUMBING CONTRACTOR,Construction or Contractor,VILLARA CORPORATION,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,950,Corporation,VILLARA CORPORATION,PO BOX 515015,SACRAMENTO,CA,95851,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-046078,PLUMBING CONTRACTOR,Construction or Contractor,WILLIAMS PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2,Corporation,WILLIAMS PLUMBING,7063 SARONI DR,PIEDMONT,CA,94611,Business Owner,0 VARIOUS,BERKELEY,CA,94704
052 156300200,BL-046079,BOOKSTORE,Retail Trade,AFIKOMEN,451211 - Book Stores,R,0,LLC,AFIKOMEN,3042 CLAREMONT AVE,BERKELEY,CA,947052630,Business Owner,3042 CLAREMONT AVE,BERKELEY,CA,94705
ZZZZZZZZZZZZZ,BL-046097,GENERAL CONTRACTOR,Construction or Contractor,CHAPPIE'S BUILDING CONST INC,236118 - Residential Remodelers,C,4,Corporation,CHAPPIE'S BUILDING CONST INC,6840 SIMSON ST,OAKLAND,CA,94605,Business Owner,0 VARIOUS,BERKELEY,CA,94704
055 186204800,BL-046100,PUBLIC FUNDRAISING,Non Profit Organizations,FRIENDS OF PIEDMONT WAY,813212 - Voluntary Health Organizations,N,0,Corporation,FRIENDS OF PIEDMONT WAY,16 MOSSWOOD RD,BERKELEY,CA,94704,Business Owner,16 MOSSWOOD RD,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-046109,CONTRACTOR,Construction or Contractor,GHILOTTI CONSTRUCTION COMPANY,238910 - Site Preparation Contractors,C,4,Corporation,GHILOTTI CONSTRUCTION COMPANY,246 GHILLOTTI AVE,SANTA ROSA,CA,95407-8152,Business Owner,0 VARIOUS,BERKELEY,CA,94704
052 156308300,BL-046119,ORGANIC ICE CREAM SHOP,Retail Trade,TARA'S ORGANIC ICE CREAM,722213,R,14,LLC,TARA'S ORGANIC ICE CREAM,3173 COLLEGE AVE,BERKELEY,CA,94705 275,Business Owner,3173 COLLEGE AVE,BERKELEY,CA,94705
ZZZZZZZZZZZZZ,BL-046124,GENERAL CONTRACTOR,Construction or Contractor,AVIV CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,6,Sole Ownership,AVIV CONSTRUCTION,4011 MACDONALD AVE,RICHMOND,CA,94805,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-046125,SOLAR INSTALLATION,Construction or Contractor,"SUNRUN INSTALLATION SERVICES, INC","238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,15,Corporation,"SUNRUN INSTALLATION SERVICES, INC",1181 CADILLAC CT,MILPITAS,CA,95035,Business Owner,0 VARIOUS,BERKELEY,CA,94704
055 189902501,BL-046144,RENTAL PROPERTY,Rental of Real Property,CHANNING PARTNERS LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,CHANNING PARTNERS LLC,2941 TELEGRAPH AVE,BERKELEY,CA,94705-2017,Business Owner,1930 CHANNING WAY,BERKELEY,CA,94704
054 171101700,BL-046148,BOOK PUB/ONLINE RETAIL,Retail Trade,REGENT PRESS,454111 - Electronic Shopping,R,1,Sole Ownership,REGENT PRESS,2747 REGENT ST,BERKELEY,CA,94705,Business Owner,2747 REGENT ST,BERKELEY,CA,94705
057 201800600,BL-046154,RES. RENTAL - 8 UNITS,Rental of Real Property,MAO YUN,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,MAO YUN,PO BOX 9115,BERKELEY,CA,94709-0115,Business Owner,2208 M L KING JR WAY,BERKELEY,CA,94704
055 182301900,BL-046158,FINANCE- INVESTMENT MGMT,Professional SemiProfessional,VOLEON CAPITAL MGMT LP,523920 - Portfolio Management,P,0,LLC,VOLEON CAPITAL MGMT LP,1919 Shattuck Ave Floor 7,BERKELEY,CA,94704,Business Owner,2170 DWIGHT Way,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-046167,GENERAL CONTRACTOR,Construction or Contractor,SAMCO CONSTRUCTION INC,236118 - Residential Remodelers,C,2,Corporation,SAMCO CONSTRUCTION INC,1623 NORIEGA ST,SAN FRANCISCO,CA,94122-4305,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-046170,GENERAL CONTRACTOR,Construction or Contractor,W.A. ROSE CONSTRUCTION INC.,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,1,Corporation,W.A. ROSE CONSTRUCTION INC.,1010 CALCOT PL STE D,OAKLAND,CA,94606-5021,Business Owner,0 VARIOUS,BERKELEY,CA,94704
061 260702900,BL-046179,ENGINEERING CONSULTING,Professional SemiProfessional,SHIRALIAN MANAGEMENT GROUP,541330 - Engineering Services,P,1,Corporation,SHIRALIAN MANAGEMENT GROUP,1601 POSEN AVE,BERKELEY,CA,94707-2722,Business Owner,1601 POSEN AVE,BERKELEY,CA,94707
055 182401801,BL-046181,COMMERCIAL RENTAL,Rental of Real Property,BERKELEY FREE MARKET LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,2,LLC,BERKELEY FREE MARKET LLC,935 MORAGA RD STE 200,LAFAYETTE,CA,94549,Business Owner,2116 BLAKE ST,BERKELEY,CA,94704
055 184602800,BL-046182,RESIDENTIAL RENTAL,Rental of Real Property,2525 BENVENUE LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,2525 BENVENUE LLC,2040 BANCROFT WAY STE 301,BERKELEY,CA,94704-1498,Business Owner,2525 BENVENUE AVE,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-046183,CONTRACTOR - ELECTRICAL,Construction or Contractor,MCH ELECTRIC INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,221,Corporation,MCH ELECTRIC INC,7693 LONGARD RD,LIVERMORE,CA,94551-8208,Business Owner,0 VARIOUS,BERKELEY,CA,94704
052 155700200,BL-046190,PSYCHOLOGIST,Professional SemiProfessional,TSAI SHIN YI LCSW,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,TSAI SHIN YI LCSW,"2340 WARD ST., #201",BERKELEY,CA,94705-1965,Business Owner,3120 TELEGRAPH AVE,BERKELEY,CA,94705
ZZZZZZZZZZZZZ,BL-046208,GENERAL CONTRACTOR,Construction or Contractor,ECO LOGICAL BUILDERS,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,9,Sole Ownership,ECO LOGICAL BUILDERS,5327 JACUZZI ST STE 4M,RICHMOND,CA,94804-5834,Business Owner,0 VARIOUS,BERKELEY,CA,94704
061 261402500,BL-046225,ACUPUNCTURE,Professional SemiProfessional,DANIEL PAIGE ACUPUNCTURE,621111 - Offices of Physicians (except Mental Health Specialists),P,1,Sole Ownership,DANIEL PAIGE ACUPUNCTURE,1738 SOLANO AVE,BERKELEY,CA,94707,Business Owner,1738 SOLANO AVE,BERKELEY,CA,94707
ZZZZZZZZZZZZZ,BL-046230,ROOFING CONTRACTOR,Construction or Contractor,BRENDAN ROOFING & WTRPROOFING,238160 - Roofing Contractors,C,4,Sole Ownership,BRENDAN ROOFING & WTRPROOFING,1521 17TH ST,SAN PABLO,CA,94806,Business Owner,0 VARIOUS,BERKELEY,CA,94704
ZZZZZZZZZZZZZ,BL-046237,PLUMBING CONTRACTOR,Construction or Contractor,FAULTLINE PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2,Corporation,FAULTLINE PLUMBING,7640 NATIONAL DR,LIVERMORE,CA,94550,Business Owner,0 VARIOUS,BERKELEY,CA,94704
052 153601600,BL-046240,HAIR SALON,Business Personal Repair Svs,GLAM COUTURE,812112 - Beauty Salons,B,1,Sole Ownership,GLAM COUTURE,2433 ROOSEVELT AVE,BERKELEY,CA,94703-1929,Business Owner,3205 SACRAMENTO ST,BERKELEY,CA,94702
ZZZZZZZZZZZZZ,BL-046246,PLUMBING CONTRACTOR,Construction or Contractor,FUSCO PLUMBING AND HEATING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,12,Sole Ownership,FUSCO PLUMBING AND HEATING,705 KNOCKNABOUL WAY,SAN RAFAEL,CA,94903-2344,Business Owner,0 VARIOUS,BERKELEY,CA,94704
053 160001900,BL-046264,RENTAL PROPERTY 4 UNITS,Rental of Real Property,SMITH ALEXANDER,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,SMITH ALEXANDER,679 66TH ST,OAKLAND,CA,946091003,Business Owner,1829 ASHBY AVE,BERKELEY,CA,94703
054 171701200,BL-046299,RES. RENTAL-4 UNITS,Rental of Real Property,SPINDLER LILANA & DOUGLAS,521110,L,0,Sole Ownership,SPINDLER LILANA & DOUGLAS,101 LAURA WAY,"ORINDA, CA, USA",CA,94563,Business Owner,2215 STUART ST,BERKELEY,CA,94705
016 142202200,BL-046303,DENTAL OFFICE,Professional SemiProfessional,BERKELEY HILLS DENTAL GROUP,621210 - Offices of Dentists,P,8,Corporation,BERKELEY HILLS DENTAL GROUP,2320 WOOLSEY ST STE 312,BERKELEY,CA,94705,Business Owner,2320 WOOLSEY ST,BERKELEY,CA,94705
ZZZZZZZZZZZZZ,BL-046306,MUSIC CLASSES,Professional SemiProfessional,EAST BAY MUSIC TOGETHER INC,611610 - Fine Arts Schools,P,10,Corporation,EAST BAY MUSIC TOGETHER INC,2316 WEBSTER ST,BERKELEY,CA,947051939,Business Owner,0 VARIOUS,BERKELEY,CA,94704
053 161202000,BL-046316,MARTIAL ARTS,Professional SemiProfessional,RALPH GRACIE JIU JITSU ACADEMY,611620 - Sports and Recreation Instruction,P,2,Corporation,RALPH GRACIE JIU JITSU ACADEMY,PO BOX 3008,BERKELEY,CA,94702,Business Owner,1500 ASHBY AVE,BERKELEY,CA,94703
054 181401800,BL-046332,COMMERCIAL RENTAL,Rental of Real Property,QUACH HUY,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Sole Ownership,QUACH HUY,1353 19TH AVE,SAN FRANCISCO,CA,94122,Business Owner,1860 DWIGHT,BERKELEY,CA,94703
056 196600100,BL-046333,NEEDLE EXCHANGE,Non Profit Organizations,NEEDLE EXCHANGE EMERGENCY DIST,624230 - Emergency and Other Relief Services,N,2,Corporation,NEEDLE EXCHANGE EMERGENCY DIST,P.O. BOX 3866,BERKELEY,CA,94703,Business Owner,830 UNIVERSITY AVE,BERKELEY,CA,94710
056 200701600,BL-046336,RES RENTAL PROP (5 UNITS),Rental of Real Property,2224 LLC,722110,L,2,LLC,2224 LLC,2991 SHATTUCK AVE STE 304C,BERKELEY,CA,94705,Business Owner,2224 JEFFERSON AVE,BERKELEY,CA,94703
056 196301506,BL-046338,RESTAURANT,Retail Trade,TOMATE CAFE INC,722211,R,11,Corporation,TOMATE CAFE INC,3784 MOSSWOOD DR,LAFAYETTE,CA,94549,Business Owner,2265 FIFTH ST,BERKELEY,CA,94710
055 186600105,BL-046339,FRATERNITY,Non Profit Organizations,KAPPA SIGMA FRATERNITY,721310 - Rooming and Boarding Houses,N,0,Corporation,KAPPA SIGMA FRATERNITY,PO BOX 6688,MORAGA,CA,94570-6688,Business Owner,2400 WARRING ST,BERKELEY,CA,94704
059 225901000,BL-046343,RES. RENTAL-11 UNITS,Non Profit Organizations,MINERVA FOUNDATION,531110 - Lessors of Residential Buildings and Dwellings,N,1,Corporation,MINERVA FOUNDATION,4885 GRIZZLY PEAK BLVD,BERKELEY,CA,947051724,Business Owner,1536 OXFORD ST,BERKELEY,CA,94709
ZZZZZZZZZZZZZ,BL-046344,PLUMBING CONTRACTOR,Construction or Contractor,WATER HEATERS MASTERS INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,5,Corporation,WATER HEATERS MASTERS INC,2330 BATES AVE STE D5,CONCORD,CA,945201229,Business Owner,0 VARIOUS,BERKELEY,CA,94704
052 156300400,BL-046376,COMMERCIAL RENTAL,Rental of Real Property,3070 CLAREMONT LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Partnership,3070 CLAREMONT LLC,1960 MOUNTAIN BLVD,OAKLAND,CA,94611,Business Owner,3070 CLAREMONT AVE,BERKELEY,CA,94705
061 257602600,BL-046381,CONSULTING ENGINEERING,Professional SemiProfessional,QUESTA ENGINEERING CORP,541330 - Engineering Services,P,19,Corporation,QUESTA ENGINEERING CORP,1220 BRICKYARD COVE RD STE 206,RICHMOND,CA,94801-4171,Business Owner,818 MENDOCINO AVE,BERKELEY,CA,94707
055 184400500,BL-046404,RENTAL PROPERTY,Rental of Real Property,TODD MATTHEW,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,TODD MATTHEW,PO BOX 2445,EAGLE,ID,836169117,Business Owner,2608 BENVENUE AVE,BERKELEY,CA,94704
053 168903200,BL-046406,ACUPUNCTURIST,Professional SemiProfessional,EAST BAY ACUPUNCTURE NATURAL,621399 - Offices of All Other Miscellaneous Health Practitioners,P,1,Corporation,EAST BAY ACUPUNCTURE NATURAL,2346 STUART ST,BERKELEY,CA,94705,Business Owner,2346 STUART ST,BERKELEY,CA,94705
057 209602300,BL-046410,RESIDENTIAL RENTAL,Rental of Real Property,LAS CASA AMELIA LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,LAS CASA AMELIA LLC,521 SADDLE CREEK CT,BRENTWOOD,CA,94513,Business Owner,1912 SEVENTH ST,BERKELEY,CA,94710
052 156706302,BL-046422,PALMISTRY READINGS,Entertainment Recreation,ADAMS NASTA,"487990 - Scenic and Sightseeing Transportation, Other",E,0,Sole Ownership,ADAMS NASTA,21821 REDWOOD RD,CASTRO VALLEY,CA,94546-6435,Business Owner,2999 COLLEGE AVE,BERKELEY,CA,94705
053 158901801,BL-046425,PSYCHOTHERAPIST,Professional SemiProfessional,SARAH ASHBROOK LMFT,"621112 - Offices of Physicians, Mental Health Specialists",P,1,Sole Ownership,SARAH ASHBROOK LMFT,4439 TOMPKINS AVE,OAKLAND,CA,94619,Business Owner,2955 SHATTUCK AVE,BERKELEY,CA,94705
057 201501200,BL-046435,RESIDENTIAL RENTAL PROPERTY 3 UNITS,Rental of Real Property,KANG LILLIAN,531110 - Lessors of Residential Buildings and Dwellings,L,1,Corporation,KANG LILLIAN,2470 CEDAR ST,BERKELEY,CA,94708,Business Owner,2126 MCKINLEY AVE,BERKELEY,CA,94703
052 156701800,BL-046442,RETAIL WINE SHOP,Retail Trade,VINTAGE BERKELEY,"445310 - Beer, Wine, and Liquor Stores",R,4,LLC,VINTAGE BERKELEY,1580 Solano Avenue,ALBANY,CA,94707,Business Owner,2949 COLLEGE AVE,BERKELEY,CA,94705
ZZZZZZZZZZZZZ,BL-046444,MAIL TAPE PERFORMANCES,Non Profit Organizations,NOR CAL THEATRE ORGAN SOCIETY,"711320 - Promoters of Performing Arts, Sports, and Similar Events without Facilities",N,0,Corporation,NOR CAL THEATRE ORGAN SOCIETY,PO BOX 625,BERKELEY,CA,94701,Business Owner,0 VARIOUS,BERKELEY,CA,94704
059 228702901,BL-046448,PILATES EXERCISE,Entertainment Recreation,AMY B PILATES LLC,713940 - Fitness and Recreational Sports Centers,E,0,Sole Ownership,AMY B PILATES LLC,1611 SAN PABLO AVE APT 6A,BERKELEY,CA,94702-1376,Business Owner,1611 SAN PABLO AVE,BERKELEY,CA,94702
052 152702300,BL-046452,RES & COM RENTAL-3 UNITS,Rental of Real Property,BOLOURCHI HOSSEIN & ZAHRA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,BOLOURCHI HOSSEIN & ZAHRA,7070 MISSION ST,DALY CITY,CA,94014-2241,Business Owner,1866 ALCATRAZ AVE,BERKELEY,CA,94703
