"File Date","Status","Record Number","Record Type","Address","Description","Short Notes",
"06/04/2026","Final","CGS2601359","DOT - Curb Gutter Sidewalk Exemption Certificate","730 29TH ST, Oakland CA 94609",,,
"06/04/2026","On Hold - Field Check Pending","RBC2601557","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","1806 70TH AVE, Oakland CA 94621","To abate CE #2602031: At single-family dwelling: To remove unpermitted addition at the rear left of the property consisting of laundry and water heater. Remove secondary kitchen and cabinets in bedroom. Remove partition wall at front living room. Remove mini split added to front room. Label electrical breakers. Main panel electrical upgrade to 125AMPS/240 volts. To include related mechanical. Related plumbing and electrical under separate permits.",,
"06/04/2026","Permit Expired","OB2600673","Obstruction","0 MARKET ST, Oakland CA 94612","Reserve 6 (150') NON-METERED parking space(s) and 4 METERED in front of the parcel only for dumpster, construction vehicle, moving van, or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.**Obstruction at: Market Street at 24th Street",,
"06/04/2026","Permit Expired","OB2600672","Obstruction","2854 MONTANA ST, Oakland CA 94602","PG&E PM:35068306-3- (phase 1 of three). Tree trimming required. Replace 10 poles Loc 23, 24, 25, 26, 27, 28, 29, 30, 31, & 91 (AT&T to remove old per PG256047JQ). Replace 2 transformers, and overhead services. Install 3 Tx's, Replace secondary, primary with 3-715A, 625' 1-2C, 251' of 1-4AR & associated equipment See drawings for more details.Reserve 5 (125') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.2854 to 2836 MONTANA ST",,
"06/04/2026","Permit Issued","RBC2601556","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","9421 CASTLEWOOD ST, Oakland CA 94605","At existing single-family dwelling to replace concrete slab lower level and Install 7 concrete piles. No related MEP's.",,
"06/04/2026","In Review","X2600423","DOT - Excavation (X)","5960 BROADWAY TER, OAKLAND CA 94618","PG&E PM 47354605; Permit for restoration from after the fact emergency gas work. Park in ROW & TCP. 47354605. Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. Schedule INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/04/2026","Payment Received","CGS2601354","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","1133 BELLA VISTA AVE, Oakland CA 94610",,,
"06/04/2026","Permit Expired","OB2600671","Obstruction","5638 COLLEGE AVE, Oakland CA 94618","BART PD Reserve 4 NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed. No-parking signs picked up by applicant after payment, 4TH FLOOR. To Have Illegally Parked Vehicle Ticketed Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For Towed Vehicle: Call 510-238-3021.",,
"06/04/2026","On Hold - Field Check Pending","B2601554","(B) - Building Alteration - 3+ Residential Units or Commercial (Building)","1810 E 25TH ST, 203, Oakland CA 94606","In unit 203 of existing MFD, replace 1 sheet of drywall. to partially abate CE# 2507869",,
"06/04/2026","Payment Received","CGS2601353","DOT - Curb Gutter Sidewalk Standard Compliance Certificate","1153 BELLA VISTA AVE, Oakland CA 94610",,,
"06/04/2026","Plan Routing - Completed","B2601553","(B) - Building Alteration - 3+ Residential Units or Commercial (Building)","1902 E 20TH ST, Oakland CA 94606","VERIZON - Modify existing telecommunication site on a steel PG&E Light Pole in the public right of way by removing and replacing antennas and equipment.",,
"06/04/2026","In Review","X2600422","DOT - Excavation (X)","1514 ALICE ST, Oakland CA 94612","PG&E PM 35691841-PG&E to replace UG service and secondary enclosure. Applicant to trench and restore (X2600358).  Ensure that environmental controls are in place to prevent dust/debris/wastewater from contaminating environment. If working within 15 feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised August 2021 and City Council Ordinance No. 13300 C.M.S. Five days’ prior notice required for work lasting five days or less in business/commercial districts: 72-hours’ notice in residential districts. Ten days prior notice required for work lasting six days or more in all districts. Schedule INSPECTION at least 48 hours in advance at: http://oaklanddot.com/projects/search.html """,,
"06/04/2026","On Hold","B2601552","(B) - Building Alteration - 3+ Residential Units or Commercial (Building)","4181 CULVER ST, Oakland CA 94619","VERIZON - Modify existing telecommunication site on a steel PG&E Light Pole in the public right of way by removing and replacing antennas and equipment.",,
"06/04/2026","Complete","BW26001718","(BW) - Building Worksheet (Building)","2438 35TH AVE, Oakland CA 94601","Requesting Electrical plan check for B2600878 – 2438 35th Ave",,
"06/04/2026","Complete","BW26001717","(BW) - Building Worksheet (Building)","2438 35TH AVE, Oakland CA 94601","Requesting Plumbing plan check for B2600878 – 2438 35th Ave",,
"06/04/2026","Payment Received","OB2600670","Obstruction","5440 TRASK ST, Oakland CA 94601","Reserve 1 (25') NON-METERED parking space(s) in front of the parcel only for dumpster, construction vehicle, moving van, or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.",,
"06/04/2026","Final","RP2600743","(RP) Plumbing - 1 & 2 Unit Residential (Building)","2425 25TH AVE, Oakland CA 94601","Gas house line extension 15' +/- 2' to include gas meter relocation to accommodate gas lateral replacement by PG&E. Use 1"" galvanized schedule 40 steel pipe and related fittings tied into 3/4"" existing gas distribution system.",,
"06/04/2026","Permit Issued","SE2600510","Solar Permit (For commercial projects, residential projects not eligible for SolarApp+, or owner/builder or contractor use)","6733 AITKEN DR, Oakland CA 94611","At existing SFD, remove and reinstall 10 existing solar modules. No other exterior work, no MEPs.",,
"06/04/2026","Intake-On Hold","RBC2601551","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","2927 SEMINARY AVE, Oakland CA 94605","At SFD: kitchen remodel and bathroom replace 12 windows, legalized second bathroom to abate CE2603155",,
"06/04/2026","Complete","BW26001715","(BW) - Building Worksheet (Building)","2438 35TH AVE, Oakland CA 94601","Requesting Mechanical plan check for B2600878 - 2438 35th Ave.",,
"06/04/2026","Final","RE2601378","(RE) - Electrical - 1 & 2 Unit Residential (Building)","2857 82ND AVE, Oakland CA 94605","50 Amp Tesla charger installation inside cabinet on the exterior side of the house 10 feet from main panel.",,
"06/04/2026","Permit Issued","LBP2600099","(LBP) - Lead Based Paint (Building)","2468 E 21ST ST, Oakland CA 94601","Paint entire SFD built in 1906 to abate 2603143.",,
"06/04/2026","Permit Expired","OB2600669","Obstruction","3101 SHEFFIELD AVE, Oakland CA 94602","Reserve 2 (50') NON-METERED parking space(s) in front of parcel only for dumpster, construction vehicle, moving van or storage pod. Post No-parking signs 72 hours prior in residential areas. No impact on traffic lane or sidewalk allowed, except as noted on TCP/X permit. NO-PARKING SIGNS SHALL PICKED UP BY APPLICANT AFTER PAYMENT TO ENFORCE PERMIT REQUIREMENT. To have illegally parked vehicle ticketed: Call 510-777-3333. Applicant arranges towing. Comply with terms set forth in CVC Section 22651 (m). For towed vehicle: Call 510-238-3021.",,
"06/04/2026","Final","CGS2601352","DOT - Curb Gutter Sidewalk Repair","1850 9TH AVE, Oakland CA 94606","Repair sidewalk to City Standards (minimum 2% slope).If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance.Comply with all terms of City of Oakland Public Works Standards, Street Excavation Rules, Revised March 2015 and City Council Ordinance No. 13300 C.M.S. Five day prior notice required for work lasting five days or less in business/commercial districts; 72 hour notice in residential districts. Ten day prior notice required for work lasting six days or more in all districts. USA # and date must be provided in order to have a permit issued. Permit valid 30 days. Call PWA INSPECTION prior to start: 510-238-3651. 4th FLOOR. USA #",,
"06/04/2026","Minor Engineer of Day Review","RBC2601550","(RBC) - Building Residential Combo Alteration- 1 & 2 Unit Residential (Building)","10093 BROADWAY TER, OAKLAND CA 94611","Gas fireplace replacement with electric powered control device in living room of SFD. Mechanical and electrical only included. Plumbing under RP2600546. DRX260908.",,
"06/04/2026","Permit Issued","P2600742","(P) - Plumbing - 3+ Residential Units or commercial (Building)","695 MARIPOSA AVE, UNIT 105, Oakland CA 94610","Plumbing related to: Remove the drywall that has asbestos from the living room and kitchen area. Remove and replace kitchen cabinets. Remove and replace kitchen appliances. Update the electrical for the living room and kitchen area.",,
"06/03/2026","Permit Issued","RP2600728","(RP) Plumbing - 1 & 2 Unit Residential (Building)","99 MONTELL ST, Oakland CA 94611","Gas house line extension 50' +/- 2' to include gas meter relocation to accommodate gas lateral replacement by PG&E. Use 1"" galvanized schedule 40 steel pipe and related fittings tied into 3/4"" existing gas distribution system.",,
"06/03/2026","Certificate Issued","R2600698","(R) - ReRoof Certificate (Building)","8411 D ST, Oakland CA 94621","Roof replacement like for like, comp shingles",,
"06/03/2026","Inspections - In Progress","SL2601096","(SL) - Sewer Lateral (OPW)","917 107TH AVE, Oakland CA 94603","Sewer lateral replacement from the property only",,
"06/03/2026","Inspections - In Progress","SL2601094","(SL) - Sewer Lateral (OPW)","2628 22ND AVE, Oakland CA 94606","Repair/replace building sewer ON PROPERTY ONLY. SL & X required beyond PL. Overflow device may be needed. If working within 25' feet of a monument you must comply with State Law 8771, contact the Inspector prior to starting excavation: minimum $5,800.00 fine for non-compliance. USA # and date must be provided in order to have a permit issued. Permit valid for 90 days. If the work is to be performed on a designated “Creekside Property” the work will require a “Creek Protection Permit”. If the property is not currently flagged in Accela as a “Creekside Property” but work will be performed within 100’ of a creek channel, a “Creek Determination” should be conducted to determine if the work is subject to the Creek Protection Ordinance.",,
